loss,precision,hr,F1 Score,diversity,CC,curr_epoch
9.997232558669683,0.15362670001563233,0.015058756405124447,0.027428885713633673,0.018371649432787872,0.43184716520078786,0
8.558657953928481,0.16988432077536345,0.01704085830774447,0.030974688944962928,0.018371649432787872,0.45299194523748126,1
8.489929520056513,0.22010317336251367,0.025667551934891845,0.04597382073459228,0.017769300271057123,0.46108784545386683,2
8.456377037790475,0.23339065186806315,0.027486857286962586,0.04918151480966816,0.019777130810159624,0.403750113128682,3
8.429535711781565,0.2566437392527747,0.031344639276349354,0.05586618092367334,0.02258809356490312,0.4194482611092336,4
8.403916613280735,0.25902766921994685,0.03285703661455927,0.05831673562621861,0.028109627547434995,0.39642760175410563,5
8.37926372424898,0.2583632952946694,0.03029296122956451,0.054227747437352855,0.03523742596124887,0.39402515981998004,6
8.359725898519661,0.2721197436298265,0.03414450310335097,0.06067566508307775,0.033129203895191243,0.3824983750606785,7
8.3439121624544,0.2666484289510708,0.03217778875480978,0.05742572980684361,0.043971488806344744,0.38611026550274274,8
8.330562451361505,0.25758167891199,0.029065366832047863,0.05223640779104368,0.04487501254894087,0.3896810182404581,9
8.317784802967422,0.2757542598092856,0.034043497594470534,0.0606049544009294,0.047284409195863866,0.37008301588738296,10
8.30531371730862,0.27430826950132875,0.03298587244033036,0.05889014043630188,0.04778636683063949,0.3832799914433577,11
8.29209604527625,0.277786462404252,0.03356703103601969,0.059896336488020785,0.05340829234012649,0.38156043540146,12
8.279787346275825,0.2748554009692043,0.033233840949235385,0.05929775816233807,0.055817688987049495,0.37437779222168194,13
8.268210585726507,0.2788416445208692,0.03389568815848103,0.06044388335285868,0.06354783656259412,0.3649325753025678,14
8.25826093872413,0.27989682663748633,0.03394221365393874,0.06054261370393687,0.06435096877823512,0.3694824054038456,15
8.250329141937234,0.28990151633578237,0.0373605806058103,0.0661909159051966,0.06174078907740187,0.35790625539932414,16
8.24209872759044,0.2797795841800844,0.03303312441699828,0.05908963133247179,0.06515410099387611,0.35654048361485197,17
8.235047826111694,0.28185086759418476,0.03433515399973778,0.06121328764011399,0.06525449252083124,0.38680137893584804,18
8.228880644800743,0.28427387838049084,0.03533213066295826,0.06285239658081627,0.069872502760767,0.35540508297474943,19
8.22315600211369,0.2780209473190558,0.03283140673054697,0.0587276800843359,0.07027406886858749,0.37176966176579435,20
8.217087796405615,0.2768094419259028,0.031758495607318325,0.05697968178901645,0.06927015359903624,0.3653192697234706,21
8.212130073472231,0.2755979365327497,0.03224143204698012,0.057729277343597576,0.07599638590502962,0.3729379725693755,22
8.206862494095837,0.2766140378302329,0.03257063858609913,0.05827905805964555,0.07378777231201687,0.36994314769258496,23
8.201864765115563,0.2827106456151321,0.033765241122045674,0.06032556360220639,0.07951008934845899,0.3660432933200596,24
8.197412560494143,0.2800531499140222,0.033518149322747076,0.05987067898096183,0.07920891476759362,0.3700418781830286,25
8.193133222664777,0.2769266843833047,0.03283548105177741,0.05870969351617088,0.08503162333099086,0.37670618628797975,26
8.188718814729167,0.28216351414725654,0.03379808229688346,0.06036547339709891,0.08292340126493324,0.37278987683371256,27
8.185081232572534,0.2832186962638737,0.03405203515779666,0.060794596206891344,0.07529364521634374,0.3653933175913019,28
8.181056316242469,0.2768876035641707,0.032050927501039994,0.057451587389717396,0.08583475554663186,0.36597747299309574,29
8.17742400802124,0.2872049398155385,0.034354680062990924,0.06136861228782787,0.08212026904929225,0.37560369581135805,30
8.17363373832305,0.2844692824761607,0.034058094203741736,0.06083296024115466,0.08131713683365124,0.37495372008260297,31
8.170260561117034,0.2833359387212756,0.033780332999525195,0.06036386785705229,0.0823210521032025,0.3719506676649392,32
8.167014650520438,0.2754806940753478,0.031796849862159256,0.05701307135687544,0.0863367131814075,0.3772327489036767,33
8.163648248175633,0.28427387838049084,0.03372939067680072,0.06030368638366082,0.08493123180403574,0.37545560007569134,34
8.160385144202003,0.28122557448804125,0.03300243278165015,0.059072570896309996,0.08673827928922799,0.36599392807483583,35
8.15775663174258,0.2856807878693137,0.034745321407558545,0.06195544312468611,0.08643710470836262,0.37056844079872814,36
8.155005899218036,0.27806002813818975,0.03361224457700791,0.05997467526674084,0.08452966569621524,0.3713829673448879,37
8.15232254513104,0.28009223073315614,0.033166392557384496,0.0593097727314815,0.08583475554663186,0.375175863686101,38
8.149230602664877,0.28009223073315614,0.0339099230884655,0.060495801613091024,0.09215942174480474,0.3647022041581977,39
8.146989196605324,0.27868532124433326,0.03329642397253121,0.05948568948880143,0.08894689288224074,0.37598216269138895,40
8.14450346923174,0.28439112083789275,0.03432474143150572,0.06125613967669806,0.08824415219355486,0.3703709798178378,41
8.142025221797534,0.2723151477254963,0.0315955984820734,0.05662162444393998,0.09205903021784961,0.37488789975563735,42
8.139722838884964,0.27419102704392684,0.03172483366091627,0.05686965497141783,0.09336412006826623,0.3706589437483015,43
8.137876111123983,0.2743864311395967,0.03220889533692366,0.05765047982963359,0.09537195060736874,0.37368667878857376,44
8.13511179186382,0.27555885571361577,0.03275128492074891,0.05854433835580587,0.09336412006826623,0.3739252774738146,45
8.133099608578133,0.2767703611067688,0.03333716183461874,0.05950670420198827,0.09507077602650336,0.3720658532371219,46
8.130821288752795,0.27481632015007035,0.032817957012281504,0.058633974498223634,0.09547234213432386,0.3769447849732176,47
8.128894729119615,0.2707128341410036,0.03141249821034366,0.05629297187223047,0.10019074390121474,0.36424968941033115,48
8.12682688133186,0.2721197436298265,0.03215908859220473,0.05752041888141575,0.09165746411002912,0.38019466361698645,49
