loss,precision,hr,diversity,curr_epoch
8.855469124622708,0.06717474596035294,0.011294916144995875,0.005467353590579329,0
8.44638586026782,0.06738297517907695,0.011028663034733236,0.010303858689937967,1
8.394503592726116,0.07029818424121258,0.010389764993068802,0.016822626432551783,2
8.353994227482916,0.08133433283358345,0.013289615610157296,0.022289980023131113,3
8.328850378351047,0.07254705980343153,0.0119912105440879,0.025128798233624225,4
8.30885650608331,0.07675329002165583,0.01245149579493509,0.03301440437388287,5
8.289192012351853,0.08191737464601041,0.01304932986659918,0.03785090947324151,6
8.26924427676995,0.08075129102115619,0.013730765796356586,0.04615708127431395,7
8.253066240395793,0.09037148092620406,0.015193627506776244,0.05467353590579329,8
8.241059993209317,0.11211061136098689,0.019480056822403755,0.05709178845547261,9
8.231701045340978,0.09503581542562113,0.015481039927908015,0.058879192513931235,10
8.223494679005249,0.11773280026653442,0.02079138634369935,0.061928293554831246,11
8.215703989265508,0.10757121439280432,0.01743598010397896,0.06529281884134161,12
8.208668468699859,0.10244877561219448,0.017388884060961,0.0769635159289244,13
8.203048199908224,0.08333333333333347,0.014273323015145804,0.06445168751971402,14
8.196844859032428,0.08941362652007352,0.014471327716283443,0.07244243507517611,15
8.19225721229184,0.08833083458270907,0.01500505469757359,0.07065503101671748,16
8.187333887775596,0.0919123771447614,0.015860594862531663,0.07054988960151404,17
8.182996353518655,0.10898717308012724,0.019005917673038254,0.07065503101671748,18
8.179068260811311,0.08874729302015692,0.014784973179310741,0.07244243507517611,19
8.175492374312045,0.09545227386306879,0.01579207129586822,0.07338870781200715,20
8.171955447172069,0.09162085623854768,0.015421824214432086,0.08411313216275891,21
8.168596633102393,0.09874229551890773,0.015848188276442663,0.08505940489958995,22
8.165886352504144,0.09453606530068338,0.015428909014448641,0.08232572810430028,23
8.162751742631457,0.08654006330168285,0.014536301551273797,0.07948690989380718,24
8.16008548310255,0.07975179077128126,0.013298510694661198,0.07864577857217958,25
8.157986233597441,0.0972430451440951,0.015826299500166976,0.08484912206918305,26
8.155393871452237,0.08912210561386023,0.014695502541652092,0.08116917253706235,27
8.153483028999453,0.08658170914542748,0.014863061191295322,0.0810640311218589,28
8.151335606548017,0.11681659170414872,0.020039427663494917,0.0806434654610451,29
8.149764259811114,0.09328668998833946,0.015443913812015113,0.08379770791714856,30
8.148351513404249,0.10182408795602259,0.01609519339574074,0.0916833140574072,31
8.146519854755736,0.087289688489089,0.014976258111913446,0.0851645463147934,32
8.144592247888557,0.1046976511744133,0.016047271279170966,0.08958048575333824,33
8.143135997742627,0.08945527236381855,0.014698916174038698,0.09305015245505205,34
8.141817769270839,0.0855822088955525,0.014773133470680044,0.08264115234991062,35
8.140751949067274,0.08924704314509428,0.014056408307161209,0.09473241509830722,36
8.139422297994843,0.09570214892553765,0.015427595882498507,0.09567868783513826,37
8.138681826052634,0.10932033983008568,0.018522850781572158,0.09241930396383136,38
8.137253802468273,0.09870064967516287,0.016362281913192882,0.09189359688781411,39
8.136202213580306,0.08878893886390167,0.014088563906962165,0.09220902113342445,40
8.135030266029258,0.10182408795602238,0.015031138658489233,0.09977920302807276,41
8.134398647901127,0.08087622855239053,0.013663277077527996,0.09620439491115551,42
