loss,precision,hr,F1 Score,diversity,curr_epoch
8.857463386162056,0.15179910044977546,0.021612608103307097,0.037837981020194804,0.01850488907580696,0
8.594163075114654,0.1597534566050308,0.023884095453967497,0.04155540916195573,0.022500262853538008,1
8.523136810786268,0.1734549391970676,0.024735651750614002,0.04329691888890127,0.023551677005572494,2
8.492026436952061,0.17774446110278144,0.025876732497998454,0.04517649456446316,0.02639049521606561,3
8.475621850058818,0.1762868565717137,0.026912341271799995,0.04669597219024907,0.02628535380086216,4
8.463058417478507,0.1881142761952349,0.027967068804711254,0.048694670106777624,0.024497949742403533,5
8.45085987719742,0.1862818590704637,0.02784563528690828,0.04844904876705102,0.026075070970455264,6
8.439168358382018,0.1951940696318497,0.029193740452314015,0.050791039000966653,0.025864788140048365,7
8.428413264480254,0.19827586206896444,0.030531006875217735,0.05291416062770435,0.027231626537693197,8
8.417283271254972,0.20789605197401198,0.03285883208793126,0.05674835208576953,0.028072757859320785,9
8.40433624086814,0.2207229718474083,0.03560257872814303,0.06131505005772597,0.031121858900220796,10
8.390008058892253,0.24037981009495155,0.04059337825542154,0.06945736433743115,0.03322468720428977,11
8.377082745438683,0.225553889721804,0.03485838919245729,0.060384597105606404,0.03679949532120702,12
8.366774840649766,0.23604864234549233,0.038821063903545915,0.06667638681533808,0.03774576805803806,13
8.358924761071608,0.23954689322005537,0.03953216304175987,0.06786469014026095,0.03974345494690359,14
8.352374079753156,0.2540812926869884,0.044416814489133795,0.0756150968540549,0.040584586268531175,15
8.346886806265061,0.24979177078127468,0.042590140196326426,0.07277239896197363,0.03932288928608979,16
8.341978448531652,0.24112943528235792,0.03832597942386481,0.06613950769094908,0.04321312164861739,17
8.337467415281433,0.24787606196901432,0.04162387195998423,0.07127850652894317,0.04289769740300704,18
8.333207689587768,0.25358154256205057,0.04240100107533339,0.07265368509050252,0.04331826306382084,19
8.329249500343094,0.2563301682492075,0.0448682877563872,0.07636888915150986,0.043528545894227735,20
8.32514558312788,0.2526236881559205,0.04277232113015079,0.07315807373974298,0.045946798443907054,21
8.322103447707626,0.26549225387306286,0.045997219474888384,0.07840974745647776,0.04405425297024498,22
8.317883938027256,0.2564967516241869,0.04356551813879841,0.07448063293164374,0.04962674797602776,23
8.313680595479006,0.2467516241879047,0.04072382276661627,0.06990975763152843,0.048049626747976026,24
8.309465219111893,0.2526236881559209,0.04142572676441237,0.07117932802281283,0.04773420250236568,25
8.305464273234973,0.2597867732800256,0.04310980081356504,0.07394838375847887,0.04794448533277258,26
8.30174372804646,0.2602032317174732,0.044647604508390636,0.07621728137835586,0.04931132373041741,27
8.296844307512634,0.2641595868732285,0.0454721019237032,0.07758825787563774,0.053411838923351905,28
8.292904493309331,0.25212393803098326,0.041656918155001124,0.07150027668803768,0.05625065713384502,29
8.288122713526384,0.2524154589371961,0.04006641815757405,0.06915562377860913,0.05940489958994848,30
8.283969067184463,0.2665333999666822,0.044783262093035646,0.07668227603549325,0.05919461675954158,31
8.280563786629148,0.2738214226220214,0.04700184653902736,0.08023178941373975,0.06014088949637262,32
8.277721659978184,0.279693486590038,0.04836259897221077,0.0824658009554084,0.062454000630848494,33
8.273680611083055,0.27311344327835957,0.04660917496583003,0.07962897547372813,0.06024603091157607,34
8.270978532006799,0.26932367149758374,0.04474140960991954,0.07673518279477981,0.05940489958994848,35
8.27033393280128,0.27561219390304803,0.04675137577555861,0.07994234124118921,0.06802649563663127,36
8.265878416529368,0.27061469265367233,0.04519725791538541,0.07745775318205543,0.06771107139102092,37
8.263863717236157,0.2674912543728124,0.04458926803323093,0.07643693458226229,0.06424140468930711,38
8.26271187274844,0.273155089122105,0.04682198776327142,0.07994112806357116,0.06970875827988644,39
8.261749945864171,0.27140596368482317,0.04600448249552905,0.07867347187701676,0.06476711176532436,40
8.258249063998774,0.28244211227719435,0.04848319567599668,0.08276004202503602,0.06171801072442435,41
8.256821810029095,0.2832333833083456,0.05066520763692762,0.08595470938886862,0.06771107139102092,42
8.255937802810001,0.28339996668332507,0.04993530588961194,0.0849094901730878,0.06634423299337609,43
8.253882569588683,0.27852740296518363,0.04703293677447653,0.08047639797953421,0.06518767742613815,44
8.253058095599227,0.28119273696485064,0.04909234986198114,0.08359089024787927,0.06455682893491746,45
8.251093777669947,0.2671164417791092,0.04429645916707696,0.07599115206963046,0.06823677846703817,46
8.25035963148924,0.2649925037481243,0.04384061236877988,0.07523437760512937,0.06276942487645884,47
8.250647923953567,0.282816924870898,0.04979994079313655,0.08468762451807677,0.06708022289980023,48
8.25098525386603,0.28473263368315815,0.048656774765120564,0.08311104836763471,0.06560824308695196,49
