loss,precision,hr,F1 Score,diversity,curr_epoch
5.795392507209943,0.05205730468099254,0.004312884354791432,0.007965810963264264,0.004205656608137946,0
31.642737841152126,0.13963851407629585,0.020098509848864132,0.035139330650833946,0.017558616338975923,1
8.685919121410661,0.17333000166583318,0.02580842852935251,0.044927289580425286,0.02460309115760698,2
8.470213949325355,0.2008995502248866,0.03140022871536382,0.05431164725729428,0.022710545683944906,3
8.426667848182737,0.19636015325670406,0.028527070717268115,0.04981679153686305,0.027757333613710442,4
8.395530989744866,0.23350824587706054,0.0376339547653878,0.06482088543841803,0.03553779833876564,5
8.367583703437314,0.2491670831251024,0.04219173501688425,0.07216388103977782,0.041005151929344966,6
8.345362957904694,0.24991670831250917,0.04251087305262501,0.07266193846152502,0.046472505519924295,7
8.325884811668377,0.26932367149758407,0.045349863927346454,0.07762833845137608,0.05267584901692777,8
8.308266521700952,0.2790687989338662,0.049544330562505186,0.08414926600924773,0.0579329197771002,9
8.294500199076657,0.27107279693486486,0.04615378913147268,0.0788776052105166,0.05961518242035538,10
8.283259634778444,0.2749875062468763,0.04685703597843866,0.08007033075496733,0.06350541478288298,11
8.273247518168505,0.2791937364651,0.04712880467424993,0.08064454895574501,0.06329513195247607,12
8.264084267376118,0.2800266533399967,0.04807251697781322,0.08205803162432737,0.07380927347282094,13
8.255786954615976,0.2846493419956689,0.04809280420891091,0.08228344517785409,0.07254757649037956,14
8.248000321585627,0.28077627852740233,0.046028141108008874,0.07909079187031,0.06729050573020713,15
8.241076503674009,0.28506580043311674,0.05051475324375821,0.08582159132485888,0.08201030385868993,16
8.23486128187155,0.28373313343328294,0.04803515647908716,0.08216074819187409,0.07244243507517611,17
8.229053357323954,0.2977261369315342,0.053160268817141525,0.09021267973832969,0.0698138996950899,18
8.224329693546524,0.2812760286523401,0.047690602521618004,0.08155370186603834,0.07885606140258648,19
8.219655848085841,0.2835249042145589,0.049328689284094805,0.08403641827805165,0.07643780885290716,20
8.215017602808484,0.2775279027153087,0.04801776497127175,0.0818703544744054,0.08463883923877616,21
8.210715038830212,0.28140096618357424,0.04701825942041555,0.0805737459787381,0.07875091998738303,22
8.20710094153342,0.288272530401466,0.04910394493693145,0.08391408111941018,0.07748922300494164,23
8.20352179179708,0.2799433616525071,0.047609405492962734,0.08137886995201747,0.08400799074755547,24
5.964977985812885,0.04826753290021632,0.0038238628868015457,0.00708633066578752,0.008306171801072442,25
29.645832442297724,0.279401965683824,0.047695028892112294,0.08148093713352217,0.07212701082956577,26
8.21269187681132,0.2809845077461265,0.04878301374410836,0.08313293584108593,0.0853748291452003,27
8.197204146628152,0.27777777777777724,0.04541026574786335,0.07805958766379331,0.08316685942592787,28
8.193112401188879,0.29435282358820536,0.05165786351544196,0.08789114644744853,0.0767532330985175,29
8.189445239113986,0.2893969681825754,0.051123291210592996,0.08689600734021605,0.08579539480601409,30
8.186830062724573,0.28848075962019043,0.04864368188108082,0.0832497711366571,0.08958048575333824,31
8.183876629252968,0.278693986340163,0.04559659505349884,0.07837105095304574,0.09052675849016928,32
8.181529658882507,0.2796518407462929,0.046769227262749354,0.08013637461628093,0.08632110188203133,33
8.179528312502201,0.28439946693320034,0.04845343922745008,0.08280013202418057,0.09767637472400378,34
8.177397569534788,0.2924371147759457,0.05023554598314817,0.08574210789949244,0.08211544527389339,35
8.175704717478343,0.27881892387139745,0.046694078894560835,0.0799918449826614,0.09851750604563138,36
8.173968465667762,0.2826503414959189,0.04710512993098962,0.08075244970820752,0.09536326358952792,37
8.172232440022649,0.294144594369482,0.05145393620673444,0.08758658301589818,0.08779308169487961,38
8.170801820916978,0.29472763618190834,0.05207232700647132,0.08850724035845504,0.09757123330880034,39
8.169723501591795,0.2821922372147256,0.04928856648951842,0.08391949513428719,0.09715066764798654,40
8.16823548978238,0.2770697984341158,0.04607449170352856,0.07901021629571943,0.10062033434970034,41
8.167128856616303,0.2879393636515077,0.048383677452831335,0.08284633280635685,0.09105246556618653,42
8.166225693732638,0.2870648009328662,0.04813271479294681,0.08244218732037374,0.09105246556618653,43
8.16513685944869,0.2820672996834914,0.04735234205276741,0.08109138353812373,0.10093575859531069,44
8.164152924676703,0.27594536065300695,0.04423692068722988,0.07625014714817752,0.10062033434970034,45
8.162982920479857,0.28785607196401836,0.0493610055196379,0.08427132613273922,0.09893807170644517,46
8.162385245963288,0.2840663001832414,0.04662980144222157,0.08010953324737435,0.0966249605719693,47
8.161615038258162,0.2777777777777779,0.04616907136367813,0.07917806318817469,0.09504783934391757,48
8.160839634391808,0.2864817591204396,0.04787816255289693,0.08204464316754305,0.09178845547261066,49
