loss,precision,hr,F1 Score,diversity,CC,curr_epoch
10.235214437827338,0.07376311844077861,0.0069237964503210585,0.012659321980873281,0.007465040479444854,0.7762697598569366,0
7.5261535200334,0.07846076961519124,0.006501777334617774,0.01200845482756244,0.005677636420986227,0.8093716299745074,1
7.420131447916886,0.07031484257870982,0.005818056120044307,0.01074688359926349,0.00536221217537588,0.831820931639466,2
7.360632788768905,0.0801599200399789,0.006938366010316412,0.012771292979838958,0.005782777836189675,0.8142376180331088,3
7.317545250198775,0.06956521739130354,0.0057763859187007355,0.010667029224665394,0.00620334349700347,0.8293484836529341,4
7.282664301506261,0.06521739130434714,0.006040605323036632,0.011057075408045085,0.006518767742613816,0.8169336384439589,5
7.254382704723186,0.05772113943028434,0.005117764120787167,0.009401920138443456,0.0069393334034276105,0.829519450800933,6
7.23078540394453,0.06716641679160336,0.006328745052918634,0.011567540429161307,0.007885606140258648,0.7982719166732606,7
7.210809084047562,0.06636681659170342,0.0065773259228763285,0.011968505438257523,0.008306171801072442,0.8185117967332294,8
7.1947708411698565,0.05892053973013434,0.005517019568510799,0.010089325983679955,0.008516454631479339,0.8131855125069215,9
7.180160251484255,0.05772113943028431,0.005570063326440464,0.010159718504222053,0.008411313216275891,0.816197164575621,10
7.167806901987389,0.05842078960519686,0.005475519839123619,0.010012603084041052,0.009673010198717275,0.840842736526486,11
7.156709991611488,0.05952023988005938,0.005640327360069016,0.010304196285959416,0.009462727368310378,0.8106604592440806,12
7.146973462063078,0.058470764617690636,0.005629860552235413,0.01027079690120153,0.00925244453790348,0.8286909176990617,13
7.137602195994975,0.05877061469265308,0.005499757908012235,0.010058262923819204,0.009147303122700031,0.7906046976511941,14
7.1300425173222335,0.05767116441779056,0.005346297903705609,0.009785453557558452,0.010409000105141415,0.8140929535232541,15
7.122547716889093,0.06141929035482192,0.0056863319193172215,0.010408977947620605,0.009462727368310378,0.8069517872642796,16
7.115980726958017,0.060769615192403176,0.006095849932045477,0.011080232641815341,0.010514141520344864,0.7863699729083019,17
7.1099966135988675,0.061019490254871966,0.00593984273026296,0.010825859799864387,0.01072442435075176,0.7786238459717693,18
7.104366860068219,0.061619190404796964,0.006003607436237588,0.010941204491385158,0.011039848596362107,0.7897630132302433,19
7.099268133101608,0.05662168915542177,0.005421052601225783,0.009894764370206411,0.010934707181158658,0.799416081432985,20
7.094693703478821,0.06491754122938462,0.006570938534722182,0.011933927666419696,0.011880979917989696,0.7998895289197693,21
7.0901241164241,0.06036981509245314,0.006135432596930349,0.011138818191275527,0.011250131426769004,0.8091875115074171,22
7.086638065160783,0.06091954022988443,0.005955547262430994,0.010850354433893884,0.012091262748396593,0.8046897603829836,23
7.08258682668342,0.06111944027985949,0.005722226493211127,0.010464708535980175,0.011986121333193146,0.8004024303637806,24
7.079177197757236,0.05927036481759057,0.0059210787836741895,0.010766581632048905,0.011880979917989696,0.8163155264473133,25
7.076011430994277,0.057121439280359274,0.005397327626167849,0.009862738423337802,0.011880979917989696,0.8179725926510557,26
7.073060960421167,0.056971514242878045,0.00548457619273569,0.010005897215187121,0.012616969824413836,0.8476814224466801,27
7.070267242803687,0.06376811594202836,0.0059025851921031035,0.010805022219112845,0.011775838502786247,0.8163418290854711,28
7.067560440354045,0.05852073963018431,0.0056954586622841264,0.010380634865116218,0.012616969824413836,0.8256135090349656,29
7.065443136696547,0.06211894052973449,0.006297174627364634,0.011435136744738915,0.012091262748396593,0.8109892422210078,30
7.063210713472757,0.06421789105447204,0.006423321231936556,0.01167851257727474,0.013037535485227632,0.8456824219469286,31
7.0611989688742405,0.05987006496751573,0.0060111284008506575,0.010925322675160026,0.012196404163600042,0.8311896683237437,32
7.058908324602395,0.05942028985507186,0.00599415436647302,0.010889778064477142,0.012196404163600042,0.8336752676293544,33
