loss,precision,hr,diversity,curr_epoch
9.998215446051429,0.0016241879060469773,0.00014399662676172428,0.002102828304068973,0
9.042040178916034,0.01707479593536562,0.001723308944828039,0.0005257070760172432,1
8.778445353928735,0.02844411127769459,0.004534933684561664,0.0010514141520344864,2
8.695879662878372,0.030484757621189552,0.00540873129527303,0.0009462727368310378,3
8.674686185331906,0.01694985840413123,0.003274177897608309,0.0010514141520344864,4
8.666259497474222,0.020239880059970024,0.0037769304396832633,0.0010514141520344864,5
8.660020740172442,0.016075295685490532,0.0033360159225664654,0.0010514141520344864,6
8.651533901130453,0.017616191904047958,0.003646623729752256,0.0009462727368310378,7
8.639013721381916,0.01299350324837577,0.002780867223439162,0.0010514141520344864,8
8.624119462686426,0.012577044810927829,0.002712000954951513,0.0009462727368310378,9
8.609104433620677,0.013326669998334125,0.0028991376810734797,0.0010514141520344864,10
8.594480147502,0.015617191404297796,0.0031987086103078015,0.0018925454736620755,11
8.580684936607586,0.015992003998000926,0.0035039653777122356,0.0013668383976448322,12
8.567926571509417,0.016824920872896835,0.0036421153048983744,0.0018925454736620755,13
8.556084847029517,0.01624187906046971,0.0034349117458533367,0.0017874040584586269,14
8.545153291505926,0.01582542062302176,0.0030177587570260293,0.0017874040584586269,15
8.534970296831691,0.01749125437281357,0.003274751402874749,0.0017874040584586269,16
8.525547168956084,0.01624187906046971,0.0028390879319570178,0.0016822626432551782,17
8.516948474014507,0.017116441779110408,0.0028616105296107148,0.0018925454736620755,18
8.509199007118449,0.017199733466600007,0.0029730074878959642,0.002102828304068973,19
8.502385523880228,0.016075295685490525,0.002849381781008364,0.0018925454736620755,20
8.496248066004584,0.017283025154089603,0.0028753221294117617,0.0017874040584586269,21
8.490941080906811,0.016241879060469713,0.0027721337080736487,0.0024182525496793186,22
8.486182047479293,0.01632517074795931,0.002774029985638971,0.002628535380086216,23
8.482067836873671,0.015117441279360261,0.0026979889282825313,0.0027336767952896644,24
8.478359755908741,0.015367316341829028,0.0028471412078090934,0.0027336767952896644,25
8.47507279171663,0.016075295685490536,0.002421123741293139,0.0029439596256965617,26
8.47208423390108,0.0163668165917041,0.003197783343941488,0.0025233939648827675,27
8.469375483007992,0.016158587372980118,0.0027542755137855025,0.0029439596256965617,28
8.466839310561909,0.01744960852906876,0.003120023177930542,0.002628535380086216,29
8.464447055003223,0.01749125437281356,0.0033861171398001846,0.0034696667017138053,30
8.46221019969267,0.017449608529068752,0.003140710253093556,0.0034696667017138053,31
8.460054032942828,0.01657504581042808,0.002618895560660492,0.003259383871306908,32
8.457848433606765,0.016033649841745722,0.002768572543049327,0.003785090947324151,33
8.455825031645158,0.016241879060469703,0.002982761948135482,0.0033645252865103564,34
8.453761996802161,0.017449608529068763,0.0031625671906395795,0.0035748081169172537,35
8.451707873344422,0.01753290021655836,0.0032092479223671407,0.004205656608137946,36
8.449598924833186,0.01828252540396467,0.003961213650654312,0.003679949532120702,37
8.447478326348698,0.017991004497751116,0.0031941049621297024,0.004205656608137946,38
8.445395170380088,0.018199233716475086,0.0032596358030352515,0.003995373777731048,39
8.443307804921094,0.01674162918540725,0.003086719831598334,0.004731363684155189,40
8.441196821016424,0.017074795935365605,0.0031424969945663605,0.004941646514562086,41
8.439013998508454,0.017741129435282336,0.003212542115661835,0.004415939438544843,42
8.43683936736163,0.01778277527902713,0.0031530389156572652,0.004521080853748291,43
8.434675625492545,0.01778277527902714,0.003333169125096874,0.004941646514562086,44
8.432539499366985,0.017033150091620822,0.002861682156067207,0.004836505099358637,45
8.430353070567635,0.01940696318507415,0.0036368691664261854,0.005467353590579329,46
8.428110186913434,0.01611694152923532,0.0027370562892091825,0.00462622226895174,47
8.426028240428252,0.018074296185240694,0.0032596226332587065,0.005257070760172432,48
8.42392244423137,0.018490754622688652,0.003247066602230578,0.005572495005782778,49
8.421817850365358,0.017116441779110394,0.002649616846045793,0.005257070760172432,50
8.419775540407967,0.01853240046643345,0.003245435893271789,0.006308484912206918,51
8.417881748255562,0.016866566716641624,0.0028241010896099786,0.00536221217537588,52
8.415882831461289,0.020406463434949226,0.003406945526078983,0.006623909157817264,53
8.413937042320477,0.017324670997834378,0.002929121351302315,0.006413626327410367,54
8.412134431249955,0.018365817091454264,0.003065993264297366,0.006413626327410367,55
