Slate Size,Random,PopK,ALS,BPR,MLP
3,0.00745373990096430,0.10037453183520603, , ,
4,0.008131352619233777,0.09269662921348315, , ,
5,0.007412040656763115,0.09393258426966294, , ,
6,0.007505863956215774,0.09063670411985021, , ,
7,0.007126102982240618,0.0892455858747994, , ,
8,0.007818608287724784,0.09213483146067415, , ,
9,0.00658500564677267,0.09063670411985014, , ,
10,0.007849882720875742,0.0887640449438203, , ,
