Slate Size,Random,PopK,ALS,BPR,MLP
3,0.8588495131010943,0.0014858841010401188, , ,
4,0.9257102700532075,0.001981178801386825 , , ,
5,0.9596426061640397,0.0024764735017335313 , , ,
6,0.9782150386507379,0.0029717682020802376 , , ,
7,0.9912659371549041,0.003467062902426944 , , ,
8,0.9928722015861862,0.00396235760277365 , , ,
9,0.9972894287722116,0.004457652303120356 , , ,
10,0.9984941270956731,0.004952947003467063 , , ,
